ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
142128..143876	142128	143876	-	582	15607260	oxcA	Rv0118c	COG0028EH	 I.A.1		essential	putative oxalyl-CoA decarboxylase		KEEP
143877..144048	143877	144048	I	NA	NA		IG119_Rv0118c-Rv0119							KEEP
144049..145626	144049	145626	+	525	15607261	fadD7	Rv0119	COG0318IQ	 I.A.3		nonessential	acyl-CoA synthetase		KEEP
145627..147771	145627	147771	-	714	15607262	fusA2	Rv0120c	COG0480J	 II.A.6		nonessential	elongation factor G		KEEP
147772..147907	147772	147907	I	NA	NA		IG121_Rv0120c-Rv0121c							KEEP
147908..148342	147908	148342	-	144	15607263	-	Rv0121c	COG3576R	 V		nonessential	hypothetical protein		KEEP
148343..148490	148343	148490	I	NA	NA		IG122_Rv0121c-Rv0122							KEEP
148491..148859	148491	148859	+	122	15607264	-	Rv0122	-	 VI		nonessential	hypothetical protein		KEEP
148856..149224	148856	149224	+	122	15607265	-	Rv0123	-	 VI		nonessential	hypothetical protein		KEEP
149225..149498	149225	149498	I	NA	NA		IG124_Rv0123-Rv0124							KEEP
149499..149526	149499	149526	I	NA	NA		IG124_Rv0123-Rv0124						Annotation + Marin et al 2022	DISCARD
149527..149532	149527	149532	I	NA	NA		IG124_Rv0123-Rv0124							KEEP
149533..149633	149533	149633	+	487	57116692	PE_PGRS2	Rv0124	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
149634..149760	149634	149760	+	487	57116692	PE_PGRS2	Rv0124	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
149761..149824	149761	149824	+	487	57116692	PE_PGRS2	Rv0124	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
149825..150890	149825	150890	+	487	57116692	PE_PGRS2	Rv0124	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
150891..150996	150891	150996	+	487	57116692	PE_PGRS2	Rv0124	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
150997..151147	150997	151147	I	NA	NA		IG125_Rv0124-Rv0125							KEEP
151148..152215	151148	152215	+	355	15607267	pepA	Rv0125	COG0265O	 II.B.3		nonessential	serine protease PepA		KEEP
152216..152323	152216	152323	I	NA	NA		IG126_Rv0125-Rv0126							KEEP
152324..154108	152324	154108	+	601	15607268	treS	Rv0126	COG0366G	 II.A.8		nonessential	trehalose synthase TRES		KEEP
154109..154129	154109	154129	+	601	15607268	treS	Rv0126	COG0366G	 II.A.8		nonessential	trehalose synthase TRES	Only Marin et al 2022	KEEP
154130..154231	154130	154231	I	NA	NA		IG127_Rv0126-Rv0127						Only Marin et al 2022	KEEP
154232..154245	154232	154245	+	455	15607269	-	Rv0127	COG3281G	 V		essential	hypothetical protein	Only Marin et al 2022	KEEP
154246..155599	154246	155599	+	455	15607269	-	Rv0127	COG3281G	 V		essential	hypothetical protein		KEEP
155600..155666	155600	155666	I	NA	NA		IG128_Rv0127-Rv0128							KEEP
155667..156446	155667	156446	+	259	15607270	-	Rv0128	COG3619S	 II.C.5		nonessential	transmembrane protein		KEEP
156447..156577	156447	156577	I	NA	NA		IG129_Rv0128-Rv0129c			 				KEEP
156578..157277	156578	157277	-	340	57116693	fbpC	Rv0129c	COG0627R	 I.H.3	DR-inh	nonessential	secreted antigen 85-C FBPC (85C) (antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C)		KEEP
157278..157331	157278	157331	-	340	57116693	fbpC	Rv0129c	COG0627R	 I.H.3	DR-inh	nonessential	secreted antigen 85-C FBPC (85C) (antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C)	Only Marin et al 2022	KEEP
157332..157381	157332	157381	-	340	57116693	fbpC	Rv0129c	COG0627R	 I.H.3	DR-inh	nonessential	secreted antigen 85-C FBPC (85C) (antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C)		KEEP
157382..157433	157382	157433	-	340	57116693	fbpC	Rv0129c	COG0627R	 I.H.3	DR-inh	nonessential	secreted antigen 85-C FBPC (85C) (antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C)	Only Marin et al 2022	KEEP
157434..157600	157434	157600	-	340	57116693	fbpC	Rv0129c	COG0627R	 I.H.3	DR-inh	nonessential	secreted antigen 85-C FBPC (85C) (antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C)		KEEP
157601..157846	157601	157846	I	NA	NA		IG130_Rv0129c-Rv0130			DR-inh				KEEP
157847..158302	157847	158302	+	151	15607272	-	Rv0130	COG2030I	 V		nonessential	hypothetical protein		KEEP
158303..158314	158303	158314	I	NA	NA		IG131_Rv0130-Rv0131c							KEEP
158315..159658	158315	159658	-	447	15607273	fadE1	Rv0131c	COG1960I	 I.A.3		nonessential	acyl-CoA dehydrogenase FADE1		KEEP
159659..159699	159659	159699	I	NA	NA		IG132_Rv0131c-Rv0132c							KEEP
159700..160782	159700	160782	-	360	15607274	fgd2	Rv0132c	COG2141C	 I.B.7		nonessential	putative f420-dependent glucose-6-phosphate dehydrogenase Fgd2		KEEP
160783..160868	160783	160868	I	NA	NA		IG133_Rv0132c-Rv0133							KEEP
160869..161474	160869	161474	+	201	15607275	-	Rv0133	COG0454KR	 IV.D		nonessential	acetyltransferase		KEEP
161475..161525	161475	161525	I	NA	NA		IG134_Rv0133-Rv0134							KEEP
161526..161577	161526	161577	I	NA	NA		IG134_Rv0133-Rv0134						Only Marin et al 2022	KEEP
161578..161770	161578	161770	I	NA	NA		IG134_Rv0133-Rv0134							KEEP
161771..162673	161771	162673	+	300	15607276	ephF	Rv0134	COG0596R	 III.F		nonessential	epoxide hydrolase EphF		KEEP
162644..163249	162644	163249	-	201	15607277	-	Rv0135c	COG1309K	 I.J.1		nonessential	transcriptional regulatory protein		KEEP
163250..163365	163250	163365	I	NA	NA		IG136_Rv0135c-Rv0136							KEEP
163366..164691	163366	164691	+	441	15607278	cyp138	Rv0136	COG2124Q	 IV.F		nonessential	cytochrome P450 138		KEEP
164692..164711	164692	164711	I	NA	NA		IG137_Rv0136-Rv0137c							KEEP
164712..165260	164712	165260	-	182	15607279	msrA	Rv0137c	COG0225O	 I.B.7		nonessential	methionine sulfoxide reductase A		KEEP
165261..165322	165261	165322	I	NA	NA		IG138_Rv0137c-Rv0138							KEEP
165323..165826	165323	165826	+	167	15607280	-	Rv0138	-	 V		nonessential	hypothetical protein		KEEP
165827..166849	165827	166849	+	340	15607281	-	Rv0139	COG0451MG	 I.B.7		nonessential	oxidoreductase		KEEP
166850..166909	166850	166909	I	NA	NA		IG140_Rv0139-Rv0140							KEEP
166910..167290	166910	167290	+	126	15607282	-	Rv0140	COG2343S	 V		nonessential	hypothetical protein		KEEP
167271..167681	167271	167681	-	136	15607283	-	Rv0141c	COG3631R	 VI		nonessential	hypothetical protein		KEEP
167682..167710	167682	167710	I	NA	NA		IG142_Rv0141c-Rv0142							KEEP
167711..168637	167711	168637	+	308	15607284	-	Rv0142	COG0122L	 V		nonessential	hypothetical protein		KEEP
168638..168703	168638	168703	I	NA	NA		IG143_Rv0142-Rv0143c							KEEP
168704..170182	168704	170182	-	492	15607285	-	Rv0143c	COG0038P	 III.A.4		nonessential	transmembrane protein		KEEP
170183..170283	170183	170283	I	NA	NA		IG144_Rv0143c-Rv0144							KEEP
170284..171126	170284	171126	+	280	15607286	-	Rv0144	COG1309K	 I.J.1		nonessential	TetR family transcriptional regulator		KEEP
171127..171214	171127	171214	I	NA	NA		IG145_Rv0144-Rv0145							KEEP
171215..171455	171215	171455	+	317	15607287	-	Rv0145	COG3315Q	 V		nonessential	hypothetical protein		KEEP
171456..171457	171456	171457	+	317	15607287	-	Rv0145	COG3315Q	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
171458..171777	171458	171777	+	317	15607287	-	Rv0145	COG3315Q	 V		nonessential	hypothetical protein		KEEP
171778..171779	171778	171779	+	317	15607287	-	Rv0145	COG3315Q	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
171780..172168	171780	172168	+	317	15607287	-	Rv0145	COG3315Q	 V		nonessential	hypothetical protein		KEEP
172169..172210	172169	172210	I	NA	NA		IG146_Rv0145-Rv0146							KEEP
172211..173143	172211	173143	+	310	15607288	-	Rv0146	COG3315Q	 V		nonessential	hypothetical protein		KEEP
173144..173237	173144	173237	I	NA	NA		IG147_Rv0146-Rv0147							KEEP
173238..174758	173238	174758	+	506	15607289	-	Rv0147	COG1012C	 VI		nonessential	aldehyde dehydrogenase		KEEP
174759..174832	174759	174832	I	NA	NA		IG148_Rv0147-Rv0148							KEEP
174833..175693	174833	175693	+	286	15607290	-	Rv0148	COG1028IQR	 VI		nonessential	short-chain type dehydrogenase/reductase		KEEP
175694..175699	175694	175699	I	NA	NA		IG149_Rv0148-Rv0149							KEEP
175700..176668	175700	176668	+	322	15607291	-	Rv0149	COG0604CR	 IV.F		nonessential	quinone oxidoreductase		KEEP
176665..176952	176665	176952	-	95	15607292	-	Rv0150c	-	 V		nonessential	hypothetical protein		KEEP
176953..177093	176953	177093	I	NA	NA		IG151_Rv0150c-Rv0151c							KEEP
177094..177180	177094	177180	I	NA	NA		IG151_Rv0150c-Rv0151c						Annotation + Marin et al 2022	DISCARD
177181..177224	177181	177224	I	NA	NA		IG151_Rv0150c-Rv0151c							KEEP
177225..177322	177225	177322	I	NA	NA		IG151_Rv0150c-Rv0151c						Annotation + Marin et al 2022	DISCARD
177323..177336	177323	177336	I	NA	NA		IG151_Rv0150c-Rv0151c							KEEP
177337..177408	177337	177408	I	NA	NA		IG151_Rv0150c-Rv0151c						Annotation + Marin et al 2022	DISCARD
177409..177542	177409	177542	I	NA	NA		IG151_Rv0150c-Rv0151c							KEEP
177543..179309	177543	179309	-	588	57116694	PE1	Rv0151c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
179310..179318	179310	179318	I	NA	NA		IG152_Rv0151c-Rv0152c			repeat				KEEP
179319..180896	179319	180896	-	525	57116695	PE2	Rv0152c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
180897..181154	180897	181154	I	NA	NA		IG153_Rv0152c-Rv0153c							KEEP
181155..181985	181155	181985	-	276	15607295	ptbB	Rv0153c	COG2365T	 I.J.3		nonessential	phosphotyrosine protein phosphatase PTPB (protein-tyrosine-phosphatase) (PTPase)		KEEP
181986..181986	181986	181986	I	NA	NA		IG154_Rv0153c-Rv0154c							KEEP
181987..183198	181987	183198	-	403	15607296	fadE2	Rv0154c	COG1960I	 I.A.3		nonessential	acyl-CoA dehydrogenase FADE2		KEEP
183199..183621	183199	183621	I	NA	NA		IG155_Rv0154c-Rv0155							KEEP
183622..184722	183622	184722	+	366	15607297	pntAa	Rv0155	COG3288C	 I.C.1		nonessential	NAD(P) transhydrogenase subunit alpha		KEEP
184723..185055	184723	185055	+	110	15607298	pntAb	Rv0156	COG3288C	 I.C.1		nonessential	NAD(P) transhydrogenase subunit alpha		KEEP
185052..186479	185052	186479	+	475	15607299	pntB	Rv0157	COG1282C	 I.C.1		nonessential	NAD(P) transhydrogenase subunit beta		KEEP
186480..186784	186480	186784	I	NA	NA		IG158_Rv0157-Rv0158							KEEP
186785..187429	186785	187429	+	214	15607300	-	Rv0158	COG1309K	 I.J.1		nonessential	TetR family transcriptional regulator		KEEP
187430..187432	187430	187432	I	NA	NA		IG159_Rv0158-Rv0159c							KEEP
187433..188839	187433	188839	-	468	57116696	PE3	Rv0159c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
188840..188930	188840	188930	I	NA	NA		IG160_Rv0159c-Rv0160c			repeat				KEEP
188931..190439	188931	190439	-	502	57116697	PE4	Rv0160c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
190440..190606	190440	190606	I	NA	NA		IG161_Rv0160c-Rv0161							KEEP
190607..191956	190607	191956	+	449	15607303	-	Rv0161	COG0277C	 I.B.7		nonessential	oxidoreductase		KEEP
191957..191983	191957	191983	I	NA	NA		IG162_Rv0161-Rv0162c							KEEP
191984..192335	191984	192335	-	383	57116698	adhE1	Rv0162c	COG1062C	 I.B.7		nonessential	zinc-type alcohol dehydrogenase E subunit		KEEP
192336..192398	192336	192398	-	383	57116698	adhE1	Rv0162c	COG1062C	 I.B.7		nonessential	zinc-type alcohol dehydrogenase E subunit	Only Marin et al 2022	KEEP
192399..193135	192399	193135	-	383	57116698	adhE1	Rv0162c	COG1062C	 I.B.7		nonessential	zinc-type alcohol dehydrogenase E subunit		KEEP
193117..193572	193117	193572	+	151	15607305	-	Rv0163	COG0824R	 V		nonessential	hypothetical protein		KEEP
193573..193625	193573	193625	I	NA	NA		IG164_Rv0163-Rv0164							KEEP
193626..194111	193626	194111	+	161	57116699	TB18.5	Rv0164	COG2867I	 V		nonessential	hypothetical protein		KEEP
194112..194143	194112	194143	I	NA	NA		IG165_Rv0164-Rv0165c							KEEP
194144..194938	194144	194938	-	264	57116700	-	Rv0165c	COG1802K	 I.J.1		nonessential	GntR family transcriptional regulator		KEEP
194939..194992	194939	194992	I	NA	NA		IG166_Rv0165c-Rv0166							KEEP
194993..196657	194993	196657	+	554	15607307	fadD5	Rv0166	COG0318IQ	 I.A.3		nonessential	acyl-CoA synthetase		KEEP
196658..196860	196658	196860	I	NA	NA		IG167_Rv0166-Rv0167							KEEP
196861..197076	196861	197076	+	265	15607308	yrbE1A	Rv0167	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1A		KEEP
197077..197130	197077	197130	+	265	15607308	yrbE1A	Rv0167	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1A	Only Marin et al 2022	KEEP
197131..197190	197131	197190	+	265	15607308	yrbE1A	Rv0167	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1A		KEEP
197191..197311	197191	197311	+	265	15607308	yrbE1A	Rv0167	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1A	Only Marin et al 2022	KEEP
197312..197658	197312	197658	+	265	15607308	yrbE1A	Rv0167	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1A		KEEP
197659..197659	197659	197659	I	NA	NA		IG168_Rv0167-Rv0168							KEEP
197660..197836	197660	197836	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B		KEEP
197837..198006	197837	198006	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B	Only Marin et al 2022	KEEP
198007..198088	198007	198088	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B		KEEP
198089..198170	198089	198170	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B	Only Marin et al 2022	KEEP
198171..198476	198171	198476	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B		KEEP
198477..198529	198477	198529	+	289	15607309	yrbE1B	Rv0168	COG0767Q	 IV.A		nonessential	integral membrane protein YRBE1B	Only Marin et al 2022	KEEP
198530..198533	198530	198533	I	NA	NA		IG169_Rv0168-Rv0169						Only Marin et al 2022	KEEP
198534..198537	198534	198537	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A	Only Marin et al 2022	KEEP
198538..198935	198538	198935	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A		KEEP
198936..199041	198936	199041	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A	Only Marin et al 2022	KEEP
199042..199749	199042	199749	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A		KEEP
199750..199832	199750	199832	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A	Only Marin et al 2022	KEEP
199833..199898	199833	199898	+	454	57116701	mce1A	Rv0169	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1A		KEEP
199895..200935	199895	200935	+	346	15607311	mce1B	Rv0170	COG1463Q	 IV.A		essential	MCE-family protein MCE1B		KEEP
200932..201951	200932	201951	+	515	15607312	mce1C	Rv0171	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1C		KEEP
201952..202014	201952	202014	+	515	15607312	mce1C	Rv0171	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1C	Only Marin et al 2022	KEEP
202015..202479	202015	202479	+	515	15607312	mce1C	Rv0171	COG0840NT,COG1463Q	 IV.A		essential	MCE-family protein MCE1C		KEEP
202476..204068	202476	204068	+	530	15607313	mce1D	Rv0172	COG1463Q	 IV.A		nonessential	MCE-family protein MCE1D		KEEP
204065..205237	204065	205237	+	390	15607314	lprK	Rv0173	COG1463Q	 II.C.1		essential	MCE-family lipoprotein LprK		KEEP
205231..206493	205231	206493	+	515	15607315	mce1F	Rv0174	COG1463Q	 IV.A		nonessential	MCE-family protein MCE1F		KEEP
206494..206519	206494	206519	+	515	15607315	mce1F	Rv0174	COG1463Q	 IV.A		nonessential	MCE-family protein MCE1F	Only Marin et al 2022	KEEP
206520..206778	206520	206778	+	515	15607315	mce1F	Rv0174	COG1463Q	 IV.A		nonessential	MCE-family protein MCE1F		KEEP
206779..206813	206779	206813	I	NA	NA		IG175_Rv0174-Rv0175							KEEP
206814..207455	206814	207455	+	213	15607316	-	Rv0175	-	 II.C.5		essential	mce associated membrane protein		KEEP
207452..208420	207452	208420	+	322	15607317	-	Rv0176	COG1714S	 II.C.5		essential	mce associated transmembrane protein		KEEP
208417..208971	208417	208971	+	184	15607318	-	Rv0177	-	 VI		nonessential	MCE associated protein		KEEP
208938..209672	208938	209672	+	244	15607319	-	Rv0178	-	 II.C.5		nonessential	mce associated membrane protein		KEEP
209673..209702	209673	209702	I	NA	NA		IG179_Rv0178-Rv0179c							KEEP
209703..210812	209703	210812	-	369	15607320	lprO	Rv0179c	-	 II.C.1		nonessential	lipoprotein LprO		KEEP
210813..210891	210813	210891	I	NA	NA		IG180_Rv0179c-Rv0180c							KEEP
210892..212250	210892	212250	-	452	15607321	-	Rv0180c	COG1511S	 II.C.5		nonessential	transmembrane protein		KEEP
212251..212276	212251	212276	I	NA	NA		IG181_Rv0180c-Rv0181c							KEEP
212277..213011	212277	213011	-	244	15607322	-	Rv0181c	COG1741R	 V		nonessential	hypothetical protein		KEEP
213012..213027	213012	213027	I	NA	NA		IG182_Rv0181c-Rv0182c							KEEP
213028..214140	213028	214140	-	370	15607323	sigG	Rv0182c	COG1595K	 II.A.7		nonessential	RNA polymerase factor sigma-70		KEEP
214088..214927	214088	214927	+	279	57116702	-	Rv0183	COG2267I	 VI		nonessential	lysophospholipase		KEEP
214928..214968	214928	214968	I	NA	NA		IG184_Rv0183-Rv0184							KEEP
214969..215718	214969	215718	+	249	15607325	-	Rv0184	-	 V		nonessential	hypothetical protein		KEEP
215715..216224	215715	216224	+	169	15607326	-	Rv0185	-	 V		nonessential	hypothetical protein		KEEP
216225..216268	216225	216268	I	NA	NA		IG186_Rv0185-Rv0186							KEEP
216269..218344	216269	218344	+	691	15607327	bglS	Rv0186	COG1472G	 I.A.1		nonessential	beta-glucosidase		KEEP
218345..218704	218345	218704	I	NA	NA		IG187_Rv0186-Rv0187							KEEP
218705..219367	218705	219367	+	220	15607328	-	Rv0187	COG4122R	 IV.H		nonessential	O-methyltransferase		KEEP
219368..219485	219368	219485	I	NA	NA		IG188_Rv0187-Rv0188							KEEP
219486..219917	219486	219917	+	143	15607329	-	Rv0188	-	 II.C.5		nonessential	transmembrane protein		KEEP
219918..219995	219918	219995	I	NA	NA		IG189_Rv0188-Rv0189c							KEEP
219996..221723	219996	221723	-	575	15607330	ilvD	Rv0189c	COG0129EG	 I.D.7		essential	dihydroxy-acid dehydratase		KEEP
221724..221870	221724	221870	I	NA	NA		IG190_Rv0189c-Rv0190							KEEP
221871..222161	221871	222161	+	96	15607331	-	Rv0190	COG1937S	 V		nonessential	hypothetical protein		KEEP
222162..222288	222162	222288	I	NA	NA		IG191_Rv0190-Rv0191							KEEP
222289..223530	222289	223530	+	413	15607332	-	Rv0191	COG2814G	 II.C.5		nonessential	integral membrane protein		KEEP
223531..223563	223531	223563	I	NA	NA		IG192_Rv0191-Rv0192							KEEP
223564..224664	223564	224664	+	366	15607333	-	Rv0192	COG1376S	 V		nonessential	hypothetical protein		KEEP
223607..223909	223607	223909	+	100	57116703	-	Rv0192A	-	 VI		nonessential	hypothetical protein		KEEP
223910..224723	223910	224723	I	NA	NA		IG194_Rv0192A-Rv0193c							KEEP
224724..226571	224724	226571	-	615	15607334	-	Rv0193c	-	 VI		nonessential	hypothetical protein		KEEP
226572..226877	226572	226877	I	NA	NA		IG195_Rv0193c-Rv0194							KEEP
226878..230462	226878	230462	+	1194	15607335	-	Rv0194	COG1132V	 II.C.5		nonessential	drugs-transport transmembrane ATP-binding protein ABC transporter		KEEP
230463..230898	230463	230898	I	NA	NA		IG196_Rv0194-Rv0195							KEEP
230899..231534	230899	231534	+	211	15607336	-	Rv0195	COG2197TK	 I.J.1		nonessential	two component transcriptional regulatory protein		KEEP
231535..231646	231535	231646	I	NA	NA		IG197_Rv0195-Rv0196							KEEP
231647..232231	231647	232231	+	194	15607337	-	Rv0196	COG1309K	 I.J.1		nonessential	transcriptional regulatory protein		KEEP
232231..234445	232231	234445	+	762	15607338	-	Rv0197	COG0243C	 I.B.7		nonessential	oxidoreductase		KEEP
234446..234492	234446	234492	+	762	15607338	-	Rv0197	COG0243C	 I.B.7		nonessential	oxidoreductase	Only Marin et al 2022	KEEP
234493..234519	234493	234519	+	762	15607338	-	Rv0197	COG0243C	 I.B.7		nonessential	oxidoreductase		KEEP
234516..236507	234516	236507	-	663	15607339	-	Rv0198c	COG3590O	 II.B.3		nonessential	zinc metalloprotease		KEEP
236508..236549	236508	236549	I	NA	NA		IG200_Rv0198c-Rv0199							KEEP
236550..237209	236550	237209	+	219	15607340	-	Rv0199	-	 II.C.4		essential	hypothetical protein		KEEP
237206..237895	237206	237895	+	229	15607341	-	Rv0200	-	 II.C.5		nonessential	transmembrane protein		KEEP
237892..238395	237892	238395	-	167	15607342	-	Rv0201c	COG1476K	 V		nonessential	hypothetical protein		KEEP
238392..241292	238392	241292	-	966	15607343	mmpL11	Rv0202c	COG2409R	 II.C.4		nonessential	transmembrane transport protein MmpL11		KEEP
241293..241513	241293	241513	I	NA	NA		IG204_Rv0202c-Rv0203							KEEP
241514..241924	241514	241924	+	136	15607344	-	Rv0203	-	 VI		nonessential	hypothetical protein		KEEP
241925..241975	241925	241975	I	NA	NA		IG205_Rv0203-Rv0204c							KEEP
241976..243214	241976	243214	-	412	15607345	-	Rv0204c	COG0392S	 II.C.5		essential	transmembrane protein		KEEP
